,Rk,G,Date,Age,Tm,LOC,Opp,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,EVAL,SEASON
602,49,40.0,2023-01-23,30,MIN,away,HOU,-5,1,2135.0,5.0,8.0,0.625,0.0,0.0,0.0,5.0,7.0,0.714,6.0,10.0,16.0,1.0,0.0,4.0,2.0,3.0,15.0,18.1,-4.0,29.0,2022-2023
603,50,41.0,2023-01-25,30,MIN,away,NOP,9,1,2070.0,7.0,12.0,0.583,0.0,0.0,0.0,3.0,5.0,0.6,2.0,10.0,12.0,3.0,1.0,1.0,0.0,2.0,17.0,18.0,13.0,27.0,2022-2023
604,51,42.0,2023-01-27,30,MIN,home,MEM,11,1,1887.0,3.0,5.0,0.6,0.0,0.0,0.0,1.0,2.0,0.5,2.0,11.0,13.0,1.0,1.0,3.0,3.0,4.0,7.0,8.2,5.0,19.0,2022-2023
605,52,43.0,2023-01-28,30,MIN,home,SAC,7,1,2151.0,3.0,5.0,0.6,0.0,0.0,0.0,7.0,9.0,0.778,2.0,12.0,14.0,1.0,1.0,1.0,2.0,2.0,13.0,14.5,6.0,24.0,2022-2023
606,53,44.0,2023-01-30,30,MIN,home,SAC,-7,1,2411.0,7.0,9.0,0.778,0.0,0.0,0.0,5.0,10.0,0.5,1.0,13.0,14.0,1.0,1.0,0.0,3.0,3.0,19.0,15.6,5.0,25.0,2022-2023
607,54,-1.0,2023-02-01,30,MIN,home,GSW,5,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
608,55,45.0,2023-02-03,30,MIN,home,ORL,-7,1,1575.0,5.0,7.0,0.714,0.0,0.0,0.0,5.0,6.0,0.833,2.0,5.0,7.0,1.0,2.0,0.0,1.0,2.0,15.0,15.5,-4.0,21.0,2022-2023
609,56,46.0,2023-02-05,30,MIN,home,DEN,30,1,1070.0,7.0,8.0,0.875,0.0,0.0,0.0,2.0,4.0,0.5,1.0,7.0,8.0,1.0,0.0,1.0,2.0,4.0,16.0,13.0,16.0,21.0,2022-2023
610,57,47.0,2023-02-07,30,MIN,away,DEN,-34,1,1129.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,-0.6,-10.0,3.0,2022-2023
611,58,-1.0,2023-02-08,30,MIN,away,UTA,25,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
612,59,48.0,2023-02-10,30,MIN,away,MEM,-21,1,1770.0,2.0,4.0,0.5,0.0,0.0,0.0,4.0,4.0,1.0,2.0,8.0,10.0,2.0,0.0,2.0,1.0,3.0,8.0,10.4,-18.0,19.0,2022-2023
613,60,49.0,2023-02-13,30,MIN,away,DAL,3,1,1783.0,9.0,9.0,1.0,0.0,0.0,0.0,3.0,5.0,0.6,3.0,11.0,14.0,1.0,0.0,0.0,3.0,3.0,21.0,19.4,17.0,31.0,2022-2023
614,61,50.0,2023-02-16,30,MIN,home,WAS,-8,1,2130.0,8.0,15.0,0.533,0.0,0.0,0.0,1.0,2.0,0.5,7.0,12.0,19.0,1.0,0.0,3.0,2.0,3.0,17.0,17.4,4.0,30.0,2022-2023
615,62,51.0,2023-02-24,30,MIN,home,CHO,-8,1,1802.0,7.0,9.0,0.778,0.0,0.0,0.0,3.0,4.0,0.75,3.0,7.0,10.0,0.0,1.0,3.0,1.0,2.0,17.0,18.6,-7.0,27.0,2022-2023
616,63,-1.0,2023-02-26,30,MIN,away,GSW,-5,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
617,64,52.0,2023-02-28,30,MIN,away,LAC,7,1,1754.0,7.0,11.0,0.636,0.0,0.0,0.0,2.0,6.0,0.333,2.0,5.0,7.0,0.0,0.0,2.0,3.0,4.0,16.0,9.2,3.0,14.0,2022-2023
618,65,53.0,2023-03-03,30,MIN,away,LAL,8,1,1623.0,8.0,12.0,0.667,0.0,0.0,0.0,6.0,10.0,0.6,5.0,9.0,14.0,3.0,1.0,2.0,1.0,4.0,22.0,23.3,-1.0,33.0,2022-2023
619,66,54.0,2023-03-04,30,MIN,away,SAC,4,1,1864.0,5.0,9.0,0.556,0.0,0.0,0.0,3.0,4.0,0.75,4.0,10.0,14.0,0.0,0.0,2.0,1.0,4.0,13.0,12.9,11.0,23.0,2022-2023
620,67,55.0,2023-03-07,30,MIN,home,PHI,-23,1,1498.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,4.0,0.5,1.0,8.0,9.0,2.0,2.0,1.0,2.0,2.0,6.0,6.2,-14.0,12.0,2022-2023
621,68,56.0,2023-03-10,30,MIN,home,BRK,-1,1,2535.0,12.0,15.0,0.8,0.0,0.0,0.0,2.0,6.0,0.333,5.0,8.0,13.0,4.0,4.0,1.0,1.0,3.0,26.0,29.9,5.0,40.0,2022-2023
622,69,57.0,2023-03-13,30,MIN,away,ATL,21,1,1770.0,5.0,10.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,2.0,6.0,8.0,4.0,1.0,3.0,0.0,2.0,14.0,16.9,25.0,24.0,2022-2023
623,70,58.0,2023-03-15,30,MIN,home,BOS,-2,1,1738.0,6.0,8.0,0.75,0.0,0.0,0.0,3.0,7.0,0.429,1.0,5.0,6.0,1.0,1.0,0.0,1.0,3.0,15.0,11.9,0.0,16.0,2022-2023
624,71,59.0,2023-03-17,30,MIN,away,CHI,-8,1,2007.0,8.0,14.0,0.571,0.0,0.0,0.0,5.0,9.0,0.556,9.0,10.0,19.0,1.0,0.0,5.0,5.0,6.0,21.0,18.9,4.0,31.0,2022-2023
625,72,60.0,2023-03-18,30,MIN,away,TOR,-15,1,1844.0,4.0,8.0,0.5,0.0,0.0,0.0,6.0,7.0,0.857,5.0,7.0,12.0,3.0,0.0,1.0,2.0,3.0,14.0,14.8,-16.0,23.0,2022-2023
626,73,61.0,2023-03-20,30,MIN,away,NYK,6,1,2239.0,7.0,9.0,0.778,0.0,0.0,0.0,2.0,5.0,0.4,2.0,5.0,7.0,3.0,1.0,1.0,0.0,1.0,16.0,17.6,12.0,23.0,2022-2023
627,74,62.0,2023-03-22,30,MIN,home,ATL,1,1,1992.0,4.0,8.0,0.5,0.0,0.0,0.0,4.0,8.0,0.5,5.0,7.0,12.0,2.0,1.0,1.0,0.0,3.0,12.0,13.9,3.0,20.0,2022-2023
628,75,63.0,2023-03-26,30,MIN,away,GSW,3,1,2060.0,1.0,3.0,0.333,0.0,0.0,0.0,8.0,12.0,0.667,4.0,14.0,18.0,2.0,0.0,1.0,4.0,5.0,10.0,9.8,-7.0,21.0,2022-2023
629,76,64.0,2023-03-27,30,MIN,away,SAC,4,1,2125.0,5.0,9.0,0.556,0.0,0.0,0.0,6.0,8.0,0.75,4.0,12.0,16.0,4.0,0.0,2.0,2.0,4.0,16.0,17.9,9.0,30.0,2022-2023
630,77,65.0,2023-03-29,30,MIN,away,PHO,-7,1,2106.0,3.0,5.0,0.6,0.0,0.0,0.0,1.0,2.0,0.5,6.0,9.0,15.0,2.0,2.0,0.0,6.0,5.0,7.0,6.6,-2.0,17.0,2022-2023
631,78,66.0,2023-03-31,30,MIN,home,LAL,-12,1,1866.0,6.0,9.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,5.0,6.0,11.0,1.0,2.0,0.0,1.0,3.0,14.0,15.9,4,24.0,2022-2023
632,79,67.0,2023-04-02,30,MIN,home,POR,-2,1,2119.0,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,3.0,0.0,0.0,1.0,3.0,10.0,11.0,-6.0,22.0,2022-2023
633,80,68.0,2023-04-04,30,MIN,away,BRK,5,1,2027.0,5.0,8.0,0.625,0.0,0.0,0.0,2.0,3.0,0.667,4.0,8.0,12.0,2.0,0.0,1.0,2.0,3.0,12.0,12.1,-5.0,21.0,2022-2023
634,81,69.0,2023-04-08,30,MIN,away,SAS,20,1,1713.0,4.0,5.0,0.8,0.0,0.0,0.0,2.0,5.0,0.4,2.0,11.0,13.0,5.0,1.0,4.0,1.0,2.0,10.0,17.1,6.0,28.0,2022-2023
635,82,70.0,2023-04-09,30,MIN,home,NOP,5,1,784.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,-14.0,5.0,2022-2023
636,1,1.0,2013-10-30,21,UTA,home,OKC,-3,0,1374.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.7,2.0,4.0,2013-2014
637,2,2.0,2013-11-01,21,UTA,away,PHO,-3,0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,-3.8,-5.0,-4.0,2013-2014
638,3,3.0,2013-11-02,21,UTA,home,HOU,-11,0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,0.7,2.0,4.0,2013-2014
639,4,4.0,2013-11-05,21,UTA,away,BRK,-16,0,938.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,11.0,0.0,0.0,2.0,0.0,6.0,0.0,0.7,-3.0,7.0,2013-2014
640,5,5.0,2013-11-06,21,UTA,away,BOS,-10,0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-1.1,-11.0,0.0,2013-2014
641,6,6.0,2013-11-08,21,UTA,away,CHI,-24,0,938.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,6.0,0.333,4.0,8.0,12.0,0.0,2.0,1.0,0.0,1.0,4.0,8.9,-2.0,14.0,2013-2014
642,7,7.0,2013-11-09,21,UTA,away,TOR,-24,0,955.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,2.0,2.0,4.0,2.0,1.4,3.0,7.0,2013-2014
643,8,8.0,2013-11-11,21,UTA,home,DEN,-19,0,704.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.6,-4.0,3.0,2013-2014
644,9,-1.0,2013-11-13,21,UTA,home,NOP,6,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
645,10,9.0,2013-11-15,21,UTA,home,SAS,-9,0,215.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,0.9,0.0,3.0,2013-2014
646,11,10.0,2013-11-16,21,UTA,away,GSW,-14,0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.9,-2.0,-1.0,2013-2014
647,12,11.0,2013-11-18,21,UTA,home,GSW,-11,0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,17.0,5.0,2013-2014
648,13,-1.0,2013-11-20,21,UTA,away,NOP,-7,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
649,14,-1.0,2013-11-22,21,UTA,away,DAL,-10,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
650,15,12.0,2013-11-24,21,UTA,away,OKC,-22,0,585.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,9.0,0.444,0.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,10.0,10.7,9.0,12.0,2013-2014
651,16,13.0,2013-11-25,21,UTA,home,CHI,6,0,1286.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,0.0,3.0,4.0,5.4,0.0,12.0,2013-2014
652,17,-1.0,2013-11-29,21,UTA,home,PHO,-11,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
653,18,-1.0,2013-11-30,21,UTA,away,PHO,8,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
654,19,-1.0,2013-12-02,21,UTA,home,HOU,6,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
655,20,14.0,2013-12-04,21,UTA,home,IND,-9,0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.1,-5.0,0.0,2013-2014
656,21,15.0,2013-12-06,21,UTA,away,POR,-32,0,766.0,1.0,3.0,0.333,0.0,0.0,0.0,3.0,4.0,0.75,2.0,5.0,7.0,1.0,0.0,2.0,1.0,2.0,5.0,6.1,3.0,11.0,2013-2014
657,22,16.0,2013-12-07,21,UTA,home,SAC,-10,0,125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,-2.0,2.0,2013-2014
658,23,-1.0,2013-12-09,21,UTA,home,POR,-11,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
659,24,17.0,2013-12-11,21,UTA,away,SAC,21,0,368.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,-4.0,2.0,2013-2014
660,25,-1.0,2013-12-13,21,UTA,away,DEN,10,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
661,26,-1.0,2013-12-14,21,UTA,home,SAS,-16,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
662,27,-1.0,2013-12-16,21,UTA,away,MIA,-23,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
663,28,-1.0,2013-12-18,21,UTA,away,ORL,4,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
664,29,-1.0,2013-12-20,21,UTA,away,ATL,-33,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
665,30,-1.0,2013-12-21,21,UTA,away,CHA,3,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
666,31,-1.0,2013-12-23,21,UTA,away,MEM,-10,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
667,32,-1.0,2013-12-27,21,UTA,home,LAL,2,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
668,33,-1.0,2013-12-28,21,UTA,away,LAC,-8,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
669,34,-1.0,2013-12-30,21,UTA,home,CHA,3,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
670,35,-1.0,2014-01-02,21,UTA,home,MIL,9,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
671,36,-1.0,2014-01-03,21,UTA,away,LAL,-11,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
672,37,-1.0,2014-01-07,21,UTA,home,OKC,11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
673,38,-1.0,2014-01-10,21,UTA,home,CLE,-11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
674,39,-1.0,2014-01-13,21,UTA,home,DEN,15,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
675,40,-1.0,2014-01-15,21,UTA,away,SAS,-4,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
676,41,18.0,2014-01-17,21,UTA,away,DET,21,0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7,-4.0,0.0,2013-2014
677,42,19.0,2014-01-18,21,UTA,away,MIN,-26,0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,4.5,8.0,8.0,2013-2014
678,43,20.0,2014-01-21,21,UTA,home,MIN,-15,0,1636.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,1.0,3.0,1.0,0.0,8.0,11.5,10.0,17.0,2013-2014
679,44,-1.0,2014-01-25,21,UTA,home,WAS,3,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
680,45,21.0,2014-01-27,21,UTA,home,SAC,7,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,-4.0,-2.0,2013-2014
681,46,22.0,2014-01-31,21,UTA,home,GSW,-5,0,1109.0,1.0,2.0,0.5,0.0,0.0,0.0,5.0,5.0,1.0,1.0,4.0,5.0,0.0,0.0,2.0,1.0,3.0,7.0,7.1,-5.0,12.0,2013-2014
682,47,23.0,2014-02-01,21,UTA,away,LAC,-15,0,1140.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0,5.0,1.8,-13.0,6.0,2013-2014
683,48,24.0,2014-02-03,21,UTA,home,TOR,-15,0,1866.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,3.0,1.0,3.0,0.0,1.4,1.0,7.0,2013-2014
684,49,25.0,2014-02-07,21,UTA,away,DAL,-22,0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,-2.0,6.0,2013-2014
685,50,-1.0,2014-02-08,21,UTA,home,MIA,5,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
686,51,-1.0,2014-02-11,21,UTA,away,LAL,17,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
687,52,26.0,2014-02-12,21,UTA,home,PHI,5,0,752.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.2,7.0,5.0,2013-2014
688,53,27.0,2014-02-19,21,UTA,home,BRK,-6,0,889.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,1.2,-7.0,4.0,2013-2014
689,54,28.0,2014-02-21,21,UTA,away,POR,-8,0,694.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-1.9,5.0,-2.0,2013-2014
690,55,29.0,2014-02-22,21,UTA,home,MIN,-17,0,789.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0.6,1.0,8.0,9.0,0.0,0.0,2.0,0.0,2.0,5.0,7.6,3.0,14.0,2013-2014
691,56,-1.0,2014-02-24,21,UTA,home,BOS,12,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
692,57,30.0,2014-02-26,21,UTA,home,PHO,23,0,375.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,1.0,4.0,2013-2014
693,58,31.0,2014-02-28,21,UTA,away,CLE,-20,0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,0.0,1.0,2013-2014
694,59,32.0,2014-03-02,21,UTA,away,IND,-3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2013-2014
695,60,33.0,2014-03-03,21,UTA,away,MIL,-26,0,593.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,5.4,5.0,6.0,2013-2014
696,61,-1.0,2014-03-05,21,UTA,away,WAS,-13,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
697,62,34.0,2014-03-07,21,UTA,away,NYK,-27,0,313.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,-9.0,3.0,2013-2014
698,63,-1.0,2014-03-08,21,UTA,away,PHI,12,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
699,64,-1.0,2014-03-10,21,UTA,home,ATL,-2,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
700,65,-1.0,2014-03-12,21,UTA,home,DAL,-7,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2013-2014
701,66,35.0,2014-03-14,21,UTA,home,LAC,-9,0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.3,-4.0,-1.0,2013-2014
702,67,36.0,2014-03-16,21,UTA,away,SAS,-18,0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,1.0,2013-2014
703,68,37.0,2014-03-17,21,UTA,away,HOU,-38,0,310.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,-3.0,4.0,2013-2014
